Autor;Erscheinungsjahr;Titel;ISBN;Aktueller Preis
"Karoly M. Kertbeny";1880; """ Ungarn betreffende deutsche Erstlings-Drucke""";Unbekannt;Unbekannt
"Karl Friedrich Wilhelm Wander";1880; """ Deutsches Sprichwörter-Lexikon""";Unbekannt;Unbekannt
"Unbekannt";1880; """ Neuigkeits-Welt-Blatt""";Unbekannt;Unbekannt
"Emil Palleske";1880; """ Die Kunst des Vortrags""";Unbekannt;Unbekannt
"Unbekannt";1880; """ Weißkirchen-Leipniker Local-Anzeiger""";Unbekannt;Unbekannt
"Unbekannt";1879; """ Programm der Vorschule und der Realschule zu Oldenburg""";Unbekannt;Unbekannt
"Moritz Alois Becker";1879; """ Die Sammlungen der vereinten Familien- und Privat-Bibliothek Sr. M. des Kaisers""";Unbekannt;Unbekannt
"Unbekannt";1879; """ Vierteljahrsschrift für wissenschaftliche Philosophie""";Unbekannt;Unbekannt
"Johann Wolfgang von Goethe";1879; """ Wilhelm Meisters Lehrjahre""";Unbekannt;Unbekannt
"Knüsel";1879; """ Rede des Herrn Nationalrath Knüsel zur Eröffnung der Zentralschweizerischen Kunst- und Gewerbe-Ausstellung in Luzern am 10. Juli 1879""";Unbekannt;Unbekannt
"K.K. Deutsche Staats-Oberrealschule";1879; """ Programm der K.K. Deutschen Staats-Oberrealschule in Trautenau""";Unbekannt;Unbekannt
"Christian Belger";1879; """ Moriz Haupt als academischer lehrer. Mit bemerkungen Haupts zu Homer, den tragikern, Theokrit, Plautus, Catull, Properz, Horaz, Tacitus, Wolfram von Eschenbach, und einer biographischen""";Unbekannt;Unbekannt
"Wilhelm Erler";1879; """ Die Direktoren-Conferenzen der preussischen höheren Lehranstalten in den Jahren 1876 und 1877""";Unbekannt;Unbekannt
"Heinrich Siegel";1879; """ Die wissenschaftliche Pflege des deutschen Rechtes in Österreich zumal an der wiener Hochschule""";Unbekannt;Unbekannt
"Unbekannt";1879; """ Geschichte des Levantehandels im Mittelalter""";Unbekannt;Unbekannt
"Pouillet (M., Claude Servais Mathias)";1879; """ Lehrbuch der Physik und Meteorologie""";Unbekannt;Unbekannt
"Unbekannt";1879; """ Philosophische Monatshefte""";Unbekannt;Unbekannt
"Robert Koenig";1879; """ Deutsche Literaturgeschichte""";Unbekannt;Unbekannt
"August Merling";1879; """ Die Telegraphen-Technik der Praxis im ganzen Umfange""";Unbekannt;Unbekannt
"Eduard Baltzer";1879; """ Alte und neue Welt-Anschauung""";Unbekannt;Unbekannt
"Moritz Alois Becker";1879; """ Die Sammlungen der vereinten Familien- und Privat-Bibliothek Sr. M. des Kaisers""";Unbekannt;Unbekannt
"K. u. K. Familien-Fideikommissbibliothek";1879; """ Die sammlungen der vereinten familien- und privat-bibliothek Sr. M. des kaisers ...: Manuscripte. Incunabeln. Bücher nach dem jahre 1530""";Unbekannt;Unbekannt
"Unbekannt";1879; """ Geschichte des Levantehandels im Mittelalter""";Unbekannt;Unbekannt
"Martin Wilckens";1879; """ Kunst und Wissenschaft in der Landwirthschaft""";Unbekannt;Unbekannt
"Gustav Schaefer";1879; """ Geschichte des sächsischen Postwesens vom Ursprunge bis zum Uebergang in die Verwaltung des norddeutschen Bundes. Nach archivalischen Quellen bearb. (Mit Bildern.)""";Unbekannt;Unbekannt
"A. Merling";1879; """ Die Telegraphen-Technik""";Unbekannt;Unbekannt
"Johann Wolfgang von Goethe";1879; """ Goethe's""";Unbekannt;Unbekannt
"Martin Wilckens";1879; """ Kunst und Wissenschaft in der Landwirthschaft""";Unbekannt;Unbekannt
"Eduard Zeller";1879; """ Ueber akademisches Lehren und Lernen""";Unbekannt;Unbekannt
"Heinrich Breitinger";1879; """ Das studium des italienischen""";Unbekannt;Unbekannt
"Andras Vargyas";1879; """ Geschichte des ungarischen Freiheits-Kampfes in den Jahren 1848-1849""";Unbekannt;Unbekannt
"Unbekannt";1878; """ “Der” Zirkel""";Unbekannt;Unbekannt
"Vojtech Horinek";1878; """ Zeitschrift für Zuckerindustrie in Böhmen. Red. von (Milan) Nevole""";Unbekannt;Unbekannt
"Unbekannt";1878; """ Allgemeine medizinische Zentral-Zeitung""";Unbekannt;Unbekannt
"Michael Jan de Goeje";1878; """ Ueber die Geschichte der Abbâsiden von al-Jakûbî""";Unbekannt;Unbekannt
"Georg Weber";1878; """ Allgemeine Weltgeschichte mit besonderer Berücksichtigung des Geistes- und Culturlebens der Völker und mit Benutzung der neueren geschichtlichen Forschungen""";Unbekannt;Unbekannt
"Unbekannt";1878; """ “Der” Staats-Socialist""";Unbekannt;Unbekannt
"Johann Friedrich Herbart";1878; """ Kleinere pädagogische Schriften, Reden und Abhandlungen""";Unbekannt;Unbekannt
"Emerich Kastner";1878; """ Wagner-Catalog""";Unbekannt;Unbekannt
"Karl Schmidt";1878; """ Dr. Karl Schmidt's Geschichte der Pädagogik, dargestellt in weltgeschichtlicher Entwicklung und im organischen Zusammenhang mit dem Kulturleben der Völker. [... ,]""";Unbekannt;Unbekannt
"Wilhelm Heinsius";1878; """ Allgemeines Bücher-Lexikon: Bd. 1868-74. Bearb. u. hrsg. von H. Ziegenbalg. 1877-78. 2 v""";Unbekannt;Unbekannt
"Unbekannt";1878; """ Vierteljahrschrift für Volkswirtschaft, Politik und Kulturgeschichte""";Unbekannt;Unbekannt
"A. Wilhelm Dieckhoff";1878; """ Die kirchliche Trauung ihre Geschichte im Zusammenhange mit der Entwicklung des Eheschließungsrechts und ihr Verhältniß zur Civilehe""";Unbekannt;Unbekannt
"Unbekannt";1878; """ Bibliotheca historico-naturalis, physico-chemica et mathematica""";Unbekannt;Unbekannt
"Unbekannt";1878; """ Allgemeine Bibliographie""";Unbekannt;Unbekannt
"Heinrich Laube";1878; """ Der Hauptmann von der Schaarwache""";Unbekannt;Unbekannt
"Anton Mayer";1878; """ Geschichte der geistigen Cultur in Niederösterreich von der ältesten Zeit bis in die Gegenwart: Bd. Der Cultus. Unterricht und Erziehung. Die Wissenschaften""";Unbekannt;Unbekannt
"Unbekannt";1878; """ Anzeiger für deutsches Alterthum und deutsche Litteratur""";Unbekannt;Unbekannt
"Unbekannt";1878; """ Programm des Herzoglichen Gymnasium Ernestinum zu Gotha""";Unbekannt;Unbekannt
"Julius Woldemar Zeibig";1878; """ Geschichte und Literatur der Geschwindschreibkunst""";Unbekannt;Unbekannt
"Albert Emil Brachvogel";1878; """ Geschichte des Königlichen Theaters zu Berlin""";Unbekannt;Unbekannt
"Anton Mayer";1878; """ Geschichte der geistigen Cultur in Niederösterreich von der ältesten Zeit bis in die Gegenwart: Bd. Der Cultus. Unterricht und Erziehung. Die Wissenschaften""";Unbekannt;Unbekannt
"Unbekannt";1878; """ Oesterreichischer Jugendfreund""";Unbekannt;Unbekannt
"Otto August Schulz";1878; """ Allgemeines Adressbuch für den deutschen Buchhandel den Antiquar-, Colportage-, Kunst-, Landkarten- und Musikalien-Handel, sowie verwandte Geschäftszweige 1878 O. A. Schulz""";Unbekannt;Unbekannt
"Anton Mayer";1878; """ Geschichte der geistigen Cultur in Niederösterreich von der ältesten Zeit bis in die Gegenwart""";Unbekannt;Unbekannt
"Adolf Kurländer";1878; """ Biografie S.L. Rapoport's Oberrabbiners zu Prag""";Unbekannt;Unbekannt
"Anton Mayer";1878; """ Geschichte der geistigen Cultur in Niederösterreich von der ältesten Zeit bis in die Gegenwart: Bd. Der Cultus. Unterricht und Erziehung. Die Wissenschaften""";Unbekannt;Unbekannt
"Wilhelm Heinsius";1878; """ Allgemeines Bücher-Lexikon: Bd. 1868-74. Bearb. u. hrsg. von H. Ziegenbalg. 1877-78. 2 v""";Unbekannt;Unbekannt
"Friedrich Köhler";1878; """ Vollständigstes englisch-deutsches und deutsch-englisches Handwörterbuch""";Unbekannt;Unbekannt
"Eidgenössisches Turnfest";1878; """ Ordnungs- und Freiübungen mit Musik für das eidg. Turnfest in St. Gallen 1878""";Unbekannt;Unbekannt
"Unbekannt";1878; """ Ärztliches Intelligenzblatt""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Allgemeine deutsche Biographie ...: Von der Decken""";Unbekannt;Unbekannt
"Emil Kuh";1877; """ Biographie Friedrich Hebbel's""";Unbekannt;Unbekannt
"Karl Julius Beloch";14.01.1925; """ Die Zeit vor den Perserkriegen""";3112607996;Unbekannt
"Rudolf Virchow";1877; """ Die freiheit der wissenschaft im modernen staat""";Unbekannt;Unbekannt
"Heinrich “von” Zeissberg";1877; """ Erzählungen aus der Geschichte""";Unbekannt;Unbekannt
"Ernst Kapp";1877; """ Grundlinien einer Philosophie der Technik""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Historische Zeitschrift""";Unbekannt;Unbekannt
"August von Essenwein, Germanisches Nationalmuseum";1877; """ Kunst- und kulturgeschichtliche Denkmale des Germanischen National-Museums""";Unbekannt;Unbekannt
"Ernst Kapp";1877; """ Grundlinien einer Philosophie der Technik""";Unbekannt;Unbekannt
"Constant von Wurzbach";1877; """ Biographisches lexikon des kaiserthums Oesterreich, enthaltend die lebensskizzen der denkwürdigen perosnen, welche seit 1750 in den österreichischen kronländern geboren wurden oder darin gelebt und gewirkt haben""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Mitteilungen der Verlagsbuchhandlung B. G. Teubner in Leipzig""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Patentblatt""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Patentblatt""";Unbekannt;Unbekannt
"Ludwig Donin";1877; """ Kleiner katholischer Fürstenspiegel oder der thatenreichste deutsche Fürst des 19. Jh. Zsgest. von""";Unbekannt;Unbekannt
"Constant Wurzbach von Tannenberg";1877; """ Biographisches Lexicon des Kaiserthums Österreich, enthaltend die Lebensskizzen der denkwürdigen Personen, welche 1750 bis 1850 im Kaiserstaate und in seinen Kronländern ... gelebt haben""";Unbekannt;Unbekannt
"Contzen";1877; """ Geschichte der socialen Frage von den ältesten Zeiten bis zur Gegenwart""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Zeitschrift für wissenschaftliche Theologie""";Unbekannt;Unbekannt
"Johann Heinrich Jacob Müller, Pouillet (M., Claude Servais Mathias)";1877; """ Lehrbuch der Physik und Meteorologie""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Kunst und Künstler des Mittelalters und der Neuzeit""";Unbekannt;Unbekannt
"Feldkirch, Feldkirch Amt";1877; """ Feldkircher Anzeiger""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Kunst und Künstler des Mittelalters und der Neuzeit""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Mitteilungen über Gegenstände der Land-, Forst- und Hauswirtschaft""";Unbekannt;Unbekannt
"Heinrich Frey";1877; """ Das Mikroskop und die mikroskopische Technik""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Repertorium für Experimental-Physik, für physikalische Technik, mathematische und astronomische Instrumentenkunde""";Unbekannt;Unbekannt
"Paul Poirson";1877; """ Cinq-Mars. Oper in 4 Akt. von --- und Louis Gallet. Zur Musik deutsch von Ferdinand Gumbert. Musik von Charles Gounod""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Zeitschrift für Philosophie und philosophische Kritik""";Unbekannt;Unbekannt
"Ernst Kapp";1877; """ Grundlinien einer Philosophie der Technik""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Illustrirte Katholische Presse""";Unbekannt;Unbekannt
"Unbekannt";1877; """ Deutscher Hausschatz in Wort und Bild""";Unbekannt;Unbekannt
"Königliche Akademie der Wissenschaften Historische Commission";1877; """ Allgemeine Deutsche Biographie""";Unbekannt;Unbekannt
"Richard Rothe";1876; """ Dr. Richard Rothe's Entwürfe zu den Abendandachten""";Unbekannt;Unbekannt
"Otto Ule";1876; """ Die Erde und die Erscheinungen ihrer Oberfläche in ihrer Beziehung zur Geschichte derselben und zum Leben ihrer Bewohner""";Unbekannt;Unbekannt
"Biedermann";1876; """ Handbuch Enthaltend Aufsaetze Über Die Exakten Wissenschaften und Ihre Anwendungen""";Unbekannt;Unbekannt
"Unbekannt";1876; """ Bibliotheca historica oder systematisch geordnete Übersicht der in Deutschland und dem Auslande auf dem Gebiete der gesammten Geschichte neu erschienenen Bücher""";Unbekannt;Unbekannt
"Unbekannt";1876; """ Bibliotheca historica""";Unbekannt;Unbekannt
"Ludwig August Frankl";1876; """ Tragische Könige""";Unbekannt;Unbekannt
"Robert Grassmann";1876; """ Die Wissenschaftslehre oder Philosophie""";Unbekannt;Unbekannt
"Unbekannt";1876; """ Bibliotheca historica, oder, Systematisch geordnete Uebersicht der in Deutschland und dem Auslande auf dem Gebiete der gesammten Geschichte neu erschienenen Bücher""";Unbekannt;Unbekannt
"H. Loehnis";1876; """ Unterricht, Erziehung und Fortbildung. Ein Buch für Eltern""";Unbekannt;Unbekannt
"Unbekannt";1876; """ Almanach der kaiserlichen Akademie der Wissenschaften""";Unbekannt;Unbekannt
"Karl von Hase";1876; """ Geschichte Jesu""";Unbekannt;Unbekannt
"Augustin Scherer";1876; """ Geographie und Geschichte von Tirol und Vorarlberg""";Unbekannt;Unbekannt
"Unbekannt";1876; """ Programm""";Unbekannt;Unbekannt
"Moriz Thausing";1876; """ Dürer, Geschichte seines Lebens und seiner Kunst""";Unbekannt;Unbekannt
"Unbekannt";1876; """ A magyar nemzeti és nemzetközi irodalom könyvészete, 1441-1876""";Unbekannt;Unbekannt
"Ferdinand von Zieglauer";1876; """ Geschichte der Freimaurerlage Sct. Andreas zu den 3 Seeblättern in Hermannstadt (1767 - 1790)""";Unbekannt;Unbekannt
"Unbekannt";1876; """ Landwirtschaftliche Jahrbücher""";Unbekannt;Unbekannt
"Pouillet (M., Claude Servais Mathias), Johann Heinrich Jacob Müller";1876; """ Lehrbuch der Physik und Meteorologie""";Unbekannt;Unbekannt
"Robert Grassmann";1876; """ Die Wissenschaftslehre oder Philosophie""";Unbekannt;Unbekannt
"Josef Eustach Winckler";1876; """ (Auto-) Biografie""";Unbekannt;Unbekannt
"Adolf Moritz Hofmeister, Friedrich Hofmeister";1876; """ Handbuch der musikalischen Literatur""";Unbekannt;Unbekannt
"Unbekannt";1876; """ Deutsche Rundschau""";Unbekannt;Unbekannt
"Maximilian Beilhack";1876; """ Handbuch der Geschichte mit Berücksichtigung der Geographie für Mittelschulen und zum Selbst-Unterricht""";Unbekannt;Unbekannt
"Felix Dahn";1876; """ Ein Kampf um Rom""";Unbekannt;Unbekannt
"Unbekannt";1875; """ Literarisches Centralblatt für Deutschland""";Unbekannt;Unbekannt
"Unbekannt";1875; """ Jahrbuch des Vereins für Wissenschaftliche Pädagogik""";Unbekannt;Unbekannt
"Theodor Schliephake";1875; """ Geschichte von Nassau von den ältesten Zeiten bis auf die Gegenwart""";Unbekannt;Unbekannt
"Unbekannt";1875; """ “Das” Inland""";Unbekannt;Unbekannt
"Karl freiherr von Schönhals";1875; """ Biografie des k. k. Feldzeugmeisters Julius Freiherrn von Haynau""";Unbekannt;Unbekannt
"Carl Spitz";1875; """ Lehrbuch der sphärischen Trigonometrie nebst vielen Beispielen über deren Anwendung..""";Unbekannt;Unbekannt
"Unbekannt";1875; """ Anzeiger für schweizerische Alterthumskunde""";Unbekannt;Unbekannt
"Carl Dieterici";1875; """ Zur Geschichte der Steuer-Reform in Preussen von 1810 bis 1820 : Archiv-Studien""";Unbekannt;Unbekannt
"Heinrich Adolf Köstlin";1875; """ Geschichte der Musik""";Unbekannt;Unbekannt
"Wilhelm Wattenbach";1875; """ Das Schriftwesen im Mittelalter""";Unbekannt;Unbekannt
"Unbekannt";1875; """ Handbuch für specielle Eisenbahn-Technik""";Unbekannt;Unbekannt
"Unbekannt";1875; """ Handbuch für specielle Eisenbahn-Technik""";Unbekannt;Unbekannt
"[Anonymus AC09997913]";1875; """ Der Judenstein oder Geschichte des Martertodes des unschuldigen Kindes des Andreas von Rinn""";Unbekannt;Unbekannt
"Verein für Hamburgische Geschichte";1875; """ Zeitschrift des Vereins für hamburgische Geschichte""";Unbekannt;Unbekannt
"C. W. Borchardt";1875; """ Journal Für Die Reine und Angewandte Mathematik. Band 79""";Unbekannt;Unbekannt
"Akademisches Gymnasium";1875; """ Jahres-Bericht über das k. k. Akademische Gymnasium in Wien""";Unbekannt;Unbekannt
"Heusinger von Waldegg (Edmund)";1875; """ *Handbuch fur specielle Eisenbahn-Technik""";Unbekannt;Unbekannt
"Unbekannt";1874; """ Beiträge zur Geschichte des deutschen Buchhandels""";Unbekannt;Unbekannt
"Saint Thomas More";1874; """ Utopia""";Unbekannt;Unbekannt
"Unbekannt";1874; """ Urkundenbuch zur Geschichte der jetzt die preussischen Regierungsbezirke Coblenz und Trier bildenden mittelrheinischen Territorien""";Unbekannt;Unbekannt
"Hermann Schauenburg";1874; """ Handbuch der Kriegschirurgischen Technik zum Gebrauche im Felde und bei Vorlesungen""";Unbekannt;Unbekannt
"Ludwig Feuerbach";1874; """ Ludwig Feuerbach's Briefwechsel und Nachlass: 1850-1872""";Unbekannt;Unbekannt
"Wilhelm Marr";1874; """ Eine Geschichte aus Kentucky. Lustspiel in 2 Akten""";Unbekannt;Unbekannt
"Conradin “von” Mohr";1874; """ Geschichte von Currätien und der Republik gemeiner drei Bünde (Graubünden)""";Unbekannt;Unbekannt
"Ludmilla Assing";1874; """ Fürst Hermann von Pückler-Muskau""";Unbekannt;Unbekannt
"Unbekannt";1874; """ Uebersicht aller auf dem Gebiete der Geschichte von ... bis ... in Deutschland und dem Auslande neu erschienenen Bücher""";Unbekannt;Unbekannt
"Unbekannt";1874; """ Anzeiger für schweizerische Geschichte""";Unbekannt;Unbekannt
"Franz Brentano";1874; """ Psychologie vom empirischen Standpunkte""";Unbekannt;Unbekannt
"Unbekannt";1873; """ Programm der Thomasschule in Leipzig""";Unbekannt;Unbekannt
"Unbekannt";1873; """ Kunst und Gewerbe""";Unbekannt;Unbekannt
"Wilhelm Lübke";1873; """ Grundriss der Kunstgeschichte""";Unbekannt;Unbekannt
"Unbekannt";1873; """ Jahrbuch der Erfindungen und Fortschritte auf den Gebieten der Physik, Chemie und chemishcen Technologie, der Astronomie und Meteorologie""";Unbekannt;Unbekannt
"Theodor Keim";1873; """ Geschichte Jesu, nach den Ergebnissen heutiger Wissenschaft übersichtl. erzählt. 3. Bearb""";Unbekannt;Unbekannt
"Königliches Gymnasium zu Düsseldorf";1873; """ Jahres-Bericht über das Königliche Gymnasium zu Düsseldorf""";Unbekannt;Unbekannt
"Historischer Verein fuer Steiermark";1873; """ Mittheilungen""";Unbekannt;Unbekannt
"Jacob Grimm, Wilhelm Grimm";1873; """ Deutsches Wörterbuch""";Unbekannt;Unbekannt
"Öesterreichischer Ingenieur- und Architekten-Verein";1873; """ Zeitschrift des Österreichischen Ingenieur- und Architekten-Vereines""";Unbekannt;Unbekannt
"Österreichischer Ingenieur- und Architektenverein";1873; """ Zeitschrift des Österreichischen Ingenieur- und Architekten-Vereins""";Unbekannt;Unbekannt
"Jacob Grimm, Wilhelm Grimm";1873; """ Deutsches Wörterbuch""";Unbekannt;Unbekannt
"Adolf Danhelovsky";1873; """ Abhandlung über die Technik des Holzwaaren-Gewerbes in den slavonischen Eichenwäldern""";Unbekannt;Unbekannt
"Wilhelm Lübke";1873; """ Vorschule zum Studium der kirchlichen Kunst des deutschen Mittelalters""";Unbekannt;Unbekannt
"Eidgenössisches Polytechnikum (ZURICH)";1873; """ Bericht über die Organisation und das Wirken der eidgenössischen polytechnischen Schule in Zürich, etc""";Unbekannt;Unbekannt
"Armand Streit";1873; """ Geschichte des bernischen Bühnenwesens vom 15. Jahrhundert bis auf unsere Zeit. Ein Beitrag zur schweizerischen Kultur-und allgemeinen Bühnengeschichte""";Unbekannt;Unbekannt
"Humphrey Lloyd";1873; """ Abriß einer Geschichte der Fortschritte und des gegenwärtigen Zustandes der physischen Optik""";Unbekannt;Unbekannt
"Königlich Preußisches Statistisches Bureau";1873; """ Zeitschrift des Königlich Preussischen Statistischen Bureaus""";Unbekannt;Unbekannt
"Gymnasium Ernestinum (Gotha)";1873; """ Programm des Gymnasium Ernestinum zu Gotha als Einladung zur Theilnahme an den am 7. und 8. April zu veranstaltenden Prüfungen sämmtlicher Classen""";Unbekannt;Unbekannt
"Wilhelm Lübke";1873; """ Grundriss der Kunstgeschichte""";Unbekannt;Unbekannt
"Paul Marquardt";1872; """ Über nationale Erziehung""";Unbekannt;Unbekannt
